theta_sat,theta_res,vGn_alpha,vGn_n
0.313916,0.023961,-0.400103,2.415039
0.463916,0.073461,-0.895103,1.415039
0.388916,0.098211,-0.152603,1.915039
0.538916,0.048711,-0.647603,2.915039
0.351416,0.011586,-0.523853,1.665039
0.501416,0.061086,-0.028853,2.665039
0.426416,0.085836,-0.771353,2.165039
0.576416,0.036336,-0.276353,1.165039
0.332666,0.017774,-0.833228,2.790039
0.482666,0.067274,-0.338228,1.790039
0.407666,0.092024,-0.585728,1.290039
0.557666,0.042524,-0.090728,2.290039
0.370166,0.005399,-0.214478,1.040039
0.520166,0.054899,-0.709478,2.040039
0.445166,0.079649,-0.461978,2.540039
0.595166,0.030149,-0.956978,1.540039
0.309229,0.062633,-0.972446,1.258789
0.459229,0.013133,-0.477446,2.258789
0.384229,0.037883,-0.724946,2.758789
0.534229,0.087383,-0.229946,1.758789
0.346729,0.075008,-0.106196,2.508789
0.496729,0.025508,-0.601196,1.508789
0.421729,0.050258,-0.353696,1.008789
0.571729,0.099758,-0.848696,2.008789
0.327979,0.056446,-0.291821,1.883789
0.477979,0.006946,-0.786821,2.883789
0.402979,0.031696,-0.044321,2.383789
0.552979,0.081196,-0.539321,1.383789
0.365479,0.068821,-0.663071,2.133789
0.515479,0.019321,-0.168071,1.133789
0.440479,0.044071,-0.910571,1.633789
0.590479,0.093571,-0.415571,2.633789
0.318604,0.084290,-0.570259,1.196289
0.468604,0.034790,-0.075259,2.196289
0.393604,0.010040,-0.817759,2.696289
0.543604,0.059540,-0.322759,1.696289
0.356104,0.096665,-0.446509,2.946289
0.506104,0.047165,-0.941509,1.946289
0.431104,0.022415,-0.199009,1.446289
0.581104,0.071915,-0.694009,2.446289
0.337354,0.078102,-0.137134,1.571289
0.487354,0.028602,-0.632134,2.571289
0.412354,0.003852,-0.384634,2.071289
0.562354,0.053352,-0.879634,1.071289
0.374854,0.090477,-0.755884,2.321289
0.524854,0.040977,-0.260884,1.321289
0.449854,0.016227,-0.508384,1.821289
0.599854,0.065727,-0.013384,2.821289
0.300073,0.098477,-0.011208,1.481934
0.450073,0.048977,-0.506208,2.481934
0.375073,0.024227,-0.258708,2.981934
0.525073,0.073727,-0.753708,1.981934
0.337573,0.086102,-0.877458,2.731934
0.487573,0.036602,-0.382458,1.731934
0.412573,0.011852,-0.629958,1.231934
0.562573,0.061352,-0.134958,2.231934
0.318823,0.092290,-0.691833,1.856934
0.468823,0.042790,-0.196833,2.856934
0.393823,0.018040,-0.939333,2.356934
0.543823,0.067540,-0.444333,1.356934
0.356323,0.079915,-0.320583,2.106934
0.506323,0.030415,-0.815583,1.106934
0.431323,0.005665,-0.073083,1.606934
0.581323,0.055165,-0.568083,2.606934
0.309448,0.070634,-0.413396,1.044434
0.459448,0.021134,-0.908396,2.044434
0.384448,0.045884,-0.165896,2.544434
0.534448,0.095384,-0.660896,1.544434
0.346948,0.058259,-0.537146,2.794434
0.496948,0.008759,-0.042146,1.794434
0.421948,0.033509,-0.784646,1.294434
0.571948,0.083009,-0.289646,2.294434
0.328198,0.064446,-0.846521,1.669434
0.478198,0.014946,-0.351521,2.669434
0.403198,0.039696,-0.599021,2.169434
0.553198,0.089196,-0.104021,1.169434
0.365698,0.052071,-0.227771,2.419434
0.515698,0.002571,-0.722771,1.419434
0.440698,0.027321,-0.475271,1.919434
0.590698,0.076821,-0.970271,2.919434
0.304761,0.007212,-0.954802,2.138184
0.454761,0.056712,-0.459802,1.138184
0.379761,0.081462,-0.707302,1.638184
0.529761,0.031962,-0.212302,2.638184
0.342261,0.019587,-0.088552,1.888184
0.492261,0.069087,-0.583552,2.888184
0.417261,0.093837,-0.336052,2.388184
0.567261,0.044337,-0.831052,1.388184
0.323511,0.001024,-0.274177,2.513184
0.473511,0.050524,-0.769177,1.513184
0.398511,0.075274,-0.026677,1.013184
0.548511,0.025774,-0.521677,2.013184
0.361011,0.013399,-0.645427,1.263184
0.511011,0.062899,-0.150427,2.263184
0.436011,0.087649,-0.892927,2.763184
0.586011,0.038149,-0.397927,1.763184
0.314136,0.035055,-0.614490,2.325684
0.464136,0.084555,-0.119490,1.325684
0.389136,0.059805,-0.861990,1.825684
0.539136,0.010305,-0.366990,2.825684
