theta_sat,theta_res,vGn_alpha,vGn_n
0.378463,0.058255,-0.336492,1.223403
0.579061,0.055748,-0.284682,2.404757
0.315666,0.003589,-0.584146,1.571213
0.552693,0.028304,-0.176299,2.347997
0.514463,0.015092,-0.319522,2.264161
0.481825,0.009523,-0.132837,2.434111
0.596612,0.023601,-0.674924,1.212162
0.366050,0.073052,-0.936945,1.379256
0.393537,0.078643,-0.222231,1.433018
0.435467,0.066266,-0.618750,2.219224
0.332249,0.038955,-0.245025,2.506256
0.546352,0.069649,-0.344014,1.738856
0.324857,0.097187,-0.271319,2.250537
0.337061,0.094282,-0.985896,2.830445
0.568255,0.066646,-0.733982,1.102875
0.355706,0.071364,-0.230731,1.397907
0.450562,0.063503,-0.895891,2.174060
0.409746,0.080219,-0.629573,1.163756
0.527536,0.082267,-0.191543,2.720933
0.510146,0.021918,-0.165176,1.263028
0.420661,0.016797,-0.122748,2.018341
0.322991,0.034028,-0.553117,1.343457
0.557717,0.043503,-0.683492,1.024103
0.466324,0.008469,-0.306796,2.382363
0.396891,0.053268,-0.149017,1.417672
0.432795,0.014697,-0.117475,1.086939
0.439064,0.090983,-0.048403,2.478649
0.504119,0.013582,-0.855022,2.086375
0.311309,0.004696,-0.257105,2.298719
0.460424,0.076415,-0.416581,1.806736
0.590548,0.041308,-0.887209,2.138613
0.470123,0.026080,-0.515860,1.834602
0.492449,0.051397,-0.398253,2.623622
0.375245,0.091314,-0.466953,2.957438
0.417417,0.030797,-0.088327,2.965398
0.387464,0.081989,-0.670367,2.928338
0.532849,0.089893,-0.865995,2.554013
0.392588,0.018446,-0.440754,1.128538
0.538060,0.058968,-0.816770,1.647578
0.307194,0.007418,-0.513561,1.797420
0.592750,0.037771,-0.796105,2.819155
0.543111,0.036274,-0.433702,1.303507
0.571774,0.035254,-0.031366,1.604618
0.519124,0.061494,-0.487447,1.708600
0.475200,0.029314,-0.013060,1.449302
0.347705,0.020602,-0.662468,1.936867
0.447110,0.085735,-0.761820,2.103881
0.584442,0.006894,-0.483438,2.032087
0.304969,0.025017,-0.539429,2.842895
0.523991,0.069177,-0.612514,1.531851
0.430540,0.023773,-0.262848,1.079973
0.426504,0.021411,-0.526023,2.676784
0.411336,0.065019,-0.211012,2.603272
0.349079,0.032814,-0.850358,2.799816
0.425385,0.044779,-0.108079,1.633524
0.535459,0.077241,-0.062806,1.676940
0.339206,0.048731,-0.840294,2.481801
0.472440,0.061347,-0.050966,2.300895
0.479162,0.045767,-0.710514,2.566604
0.599757,0.002546,-0.460564,1.287954
0.464745,0.017390,-0.601964,2.143882
0.357899,0.096178,-0.027681,1.479137
0.509936,0.046669,-0.872376,1.550555
0.518940,0.027642,-0.781384,1.778413
0.385309,0.048303,-0.696440,2.747749
0.374574,0.098976,-0.291528,2.586962
0.320558,0.051576,-0.763304,2.226895
0.495730,0.054767,-0.901928,1.246789
0.416052,0.075733,-0.926024,2.687062
0.498533,0.004980,-0.571928,1.339938
0.314917,0.074939,-0.727849,1.945927
0.561916,0.095483,-0.593245,1.981380
0.550695,0.074085,-0.095066,1.918632
0.335925,0.010893,-0.449777,2.325848
0.586154,0.063156,-0.377862,2.442066
0.485688,0.084555,-0.555555,2.363447
0.405795,0.029869,-0.179225,1.141458
0.370243,0.036780,-0.783458,2.655895
0.564269,0.068095,-0.743514,2.874926
0.399964,0.050116,-0.204939,2.761334
0.456494,0.079750,-0.967235,2.901084
0.383097,0.012424,-0.639380,2.062570
0.490708,0.019151,-0.413729,1.891268
0.455099,0.088892,-0.395855,1.190801
0.573878,0.011755,-0.504170,2.538041
0.351336,0.060352,-0.972135,1.482508
0.344448,0.001912,-0.722510,1.754944
0.365943,0.044244,-0.359163,2.197235
0.488153,0.083291,-0.802179,2.051485
0.502716,0.087648,-0.310633,1.059565
0.300769,0.039929,-0.826282,1.862668
0.442810,0.031778,-0.949086,2.895043
0.578240,0.070874,-0.143367,2.719663
0.445151,0.042324,-0.917015,1.502947
0.403416,0.087056,-0.373303,2.981558
0.540573,0.099164,-0.350820,1.853699
0.327201,0.092743,-0.955997,1.003712
0.361533,0.056674,-0.651690,1.689476
0.529537,0.093573,-0.076484,1.587777
0.559433,0.053855,-0.990716,1.969242
