theta_sat,theta_res,vGn_alpha,vGn_n
0.578236,0.058255,-0.594664,1.223403
0.378178,0.055748,-0.164292,2.404757
0.488843,0.003589,-0.645441,1.571213
0.506192,0.028304,-0.226315,2.347997
0.371454,0.015092,-0.850000,2.264161
0.425852,0.009523,-0.958052,2.434111
0.355511,0.023601,-0.337796,1.212162
0.466104,0.073052,-0.654927,1.379256
0.440413,0.078643,-0.989116,1.433018
0.432639,0.066266,-0.357424,2.219224
0.532081,0.038955,-0.021925,2.506256
0.463645,0.069649,-0.473856,1.738856
0.346396,0.097187,-0.407418,2.250537
0.523081,0.094282,-0.115638,2.830445
0.450504,0.066646,-0.995315,1.102875
0.459227,0.071364,-0.487636,1.397907
0.564488,0.063503,-0.812594,2.174060
0.510425,0.080219,-0.372037,1.163756
0.549880,0.082267,-0.405069,2.720933
0.519355,0.021918,-0.888398,1.263028
0.469371,0.016797,-0.942950,2.018341
0.515125,0.034028,-0.717685,1.343457
0.474061,0.043503,-0.016243,1.024103
0.502209,0.008469,-0.188082,2.382363
0.542789,0.053268,-0.548137,1.417672
0.310391,0.014697,-0.935673,1.086939
0.411499,0.090983,-0.579937,2.478649
0.417194,0.013582,-0.796031,2.086375
0.399391,0.004696,-0.484850,2.298719
0.300117,0.076415,-0.063531,1.806736
0.307008,0.041308,-0.833321,2.138613
0.593302,0.026080,-0.099216,1.834602
0.544770,0.051397,-0.147339,2.623622
0.435437,0.091314,-0.675991,2.957438
0.490391,0.030797,-0.242702,2.965398
0.427454,0.081989,-0.095042,2.928338
0.598796,0.089893,-0.508004,2.554013
0.318572,0.018446,-0.447994,1.128538
0.314204,0.058968,-0.332041,1.647578
0.353973,0.007418,-0.418179,1.797420
0.595052,0.037771,-0.571436,2.819155
0.530744,0.036274,-0.269779,1.303507
0.344799,0.035254,-0.970527,1.604618
0.349508,0.061494,-0.828967,1.708600
0.337058,0.029314,-0.963005,1.449302
0.444573,0.020602,-0.211405,1.936867
0.330621,0.085735,-0.876820,2.103881
0.377944,0.006894,-0.432409,2.032087
0.394694,0.025017,-0.921511,2.842895
0.535310,0.069177,-0.775608,1.531851
0.388269,0.023773,-0.287476,1.079973
0.517244,0.021411,-0.076331,2.676784
0.557756,0.065019,-0.054961,2.603272
0.367338,0.032814,-0.783443,2.799816
0.304696,0.044779,-0.903330,1.633524
0.381540,0.077241,-0.233022,1.676940
0.481988,0.048731,-0.689084,2.481801
0.321298,0.061347,-0.740655,2.300895
0.430296,0.045767,-0.394922,2.566604
0.559629,0.002546,-0.125322,1.287954
0.581473,0.017390,-0.313065,2.143882
0.340910,0.096178,-0.177961,1.479137
0.396029,0.046669,-0.261610,1.550555
0.552240,0.027642,-0.730118,1.778413
0.454915,0.048303,-0.249373,2.747749
0.585514,0.098976,-0.195688,2.586962
0.335816,0.051576,-0.047546,2.226895
0.458298,0.054767,-0.609329,1.246789
0.538606,0.075733,-0.347695,2.687062
0.324058,0.004980,-0.743921,1.339938
0.361802,0.074939,-0.079881,1.945927
0.563607,0.095483,-0.524128,1.981380
0.443619,0.074085,-0.032015,1.918632
0.508020,0.010893,-0.317927,2.325848
0.328053,0.063156,-0.766037,2.442066
0.448551,0.084555,-0.617429,2.363447
0.583473,0.029869,-0.302307,1.141458
0.390168,0.036780,-0.758076,2.655895
0.477792,0.068095,-0.541001,2.874926
0.590819,0.050116,-0.701195,2.761334
0.573108,0.079750,-0.436700,2.901084
0.527069,0.012424,-0.556572,2.062570
0.415862,0.019151,-0.870290,1.891268
0.357806,0.088892,-0.708898,1.190801
0.374383,0.011755,-0.586984,2.538041
0.548563,0.060352,-0.914058,1.482508
0.495454,0.001912,-0.854156,1.754944
0.492832,0.044244,-0.502236,2.197235
0.422300,0.083291,-0.624481,2.051485
0.568852,0.087648,-0.530380,1.059565
0.571987,0.039929,-0.158401,1.862668
0.499133,0.031778,-0.667675,2.895043
0.406744,0.070874,-0.893781,2.719663
0.403481,0.042324,-0.278092,1.502947
0.473074,0.087056,-0.638958,2.981558
0.316740,0.099164,-0.811866,1.853699
0.386047,0.092743,-0.198715,1.003712
0.485731,0.056674,-0.132796,1.689476
0.409284,0.093573,-0.380311,1.587777
0.365126,0.053855,-0.456967,1.969242
