theta_sat,theta_res,vGn_alpha,vGn_n
0.313916,0.024928,-0.400103,2.139648
0.463916,0.074428,-0.895103,1.139648
0.388916,0.099178,-0.152603,1.639648
0.538916,0.049678,-0.647603,2.639648
0.351416,0.062053,-0.523853,2.889648
0.501416,0.012553,-0.028853,1.889648
0.426416,0.037303,-0.771353,1.389648
0.576416,0.086803,-0.276353,2.389648
0.332666,0.080616,-0.833228,1.014648
0.482666,0.031116,-0.338228,2.014648
0.407666,0.006366,-0.585728,2.514648
0.557666,0.055866,-0.090728,1.514648
0.370166,0.043491,-0.214478,1.764648
0.520166,0.092991,-0.709478,2.764648
0.445166,0.068241,-0.461978,2.264648
0.595166,0.018741,-0.956978,1.264648
0.309229,0.048131,-0.972446,1.483398
0.459229,0.097631,-0.477446,2.483398
0.384229,0.072881,-0.724946,2.983398
0.534229,0.023381,-0.229946,1.983398
0.346729,0.085256,-0.106196,1.733398
0.496729,0.035756,-0.601196,2.733398
0.421729,0.011006,-0.353696,2.233398
0.571729,0.060506,-0.848696,1.233398
0.327979,0.054319,-0.291821,2.358398
0.477979,0.004819,-0.786821,1.358398
0.402979,0.029569,-0.044321,1.858398
0.552979,0.079069,-0.539321,2.858398
0.365479,0.017194,-0.663071,2.608398
0.515479,0.066694,-0.168071,1.608398
0.440479,0.091444,-0.910571,1.108398
0.590479,0.041944,-0.415571,2.108398
0.318604,0.094538,-0.570259,1.920898
0.468604,0.045038,-0.075259,2.920898
0.393604,0.020288,-0.817759,2.420898
0.543604,0.069788,-0.322759,1.420898
0.356104,0.032663,-0.446509,1.170898
0.506104,0.082163,-0.941509,2.170898
0.431104,0.057413,-0.199009,2.670898
0.581104,0.007913,-0.694009,1.670898
0.337354,0.001725,-0.137134,2.795898
0.487354,0.051225,-0.632134,1.795898
0.412354,0.075975,-0.384634,1.295898
0.562354,0.026475,-0.879634,2.295898
0.374854,0.063600,-0.755884,2.045898
0.524854,0.014100,-0.260884,1.045898
0.449854,0.038850,-0.508384,1.545898
0.599854,0.088350,-0.013384,2.545898
0.300073,0.094175,-0.011208,1.282715
0.450073,0.044675,-0.506208,2.282715
0.375073,0.019925,-0.258708,2.782715
0.525073,0.069425,-0.753708,1.782715
0.337573,0.032300,-0.877458,1.532715
0.487573,0.081800,-0.382458,2.532715
0.412573,0.057050,-0.629958,2.032715
0.562573,0.007550,-0.134958,1.032715
0.318823,0.001363,-0.691833,2.407715
0.468823,0.050863,-0.196833,1.407715
0.393823,0.075613,-0.939333,1.907715
0.543823,0.026113,-0.444333,2.907715
0.356323,0.063238,-0.320583,2.657715
0.506323,0.013738,-0.815583,1.657715
0.431323,0.038488,-0.073083,1.157715
0.581323,0.087988,-0.568083,2.157715
0.309448,0.047769,-0.413396,1.845215
0.459448,0.097269,-0.908396,2.845215
0.384448,0.072519,-0.165896,2.345215
0.534448,0.023019,-0.660896,1.345215
0.346948,0.084894,-0.537146,1.095215
0.496948,0.035394,-0.042146,2.095215
0.421948,0.010644,-0.784646,2.595215
0.571948,0.060144,-0.289646,1.595215
0.328198,0.053956,-0.846521,2.970215
0.478198,0.004456,-0.351521,1.970215
0.403198,0.029206,-0.599021,1.470215
0.553198,0.078706,-0.104021,2.470215
0.365698,0.016831,-0.227771,2.220215
0.515698,0.066331,-0.722771,1.220215
0.440698,0.091081,-0.475271,1.720215
0.590698,0.041581,-0.970271,2.720215
0.304761,0.024566,-0.954802,2.501465
0.454761,0.074066,-0.459802,1.501465
0.379761,0.098816,-0.707302,1.001465
0.529761,0.049316,-0.212302,2.001465
0.342261,0.061691,-0.088552,2.251465
0.492261,0.012191,-0.583552,1.251465
0.417261,0.036941,-0.336052,1.751465
0.567261,0.086441,-0.831052,2.751465
0.323511,0.080253,-0.274177,1.626465
0.473511,0.030753,-0.769177,2.626465
0.398511,0.006003,-0.026677,2.126465
0.548511,0.055503,-0.521677,1.126465
0.361011,0.043128,-0.645427,1.376465
0.511011,0.092628,-0.150427,2.376465
0.436011,0.067878,-0.892927,2.876465
0.586011,0.018378,-0.397927,1.876465
0.314136,0.070972,-0.614490,2.063965
0.464136,0.021472,-0.119490,1.063965
0.389136,0.046222,-0.861990,1.563965
0.539136,0.095722,-0.366990,2.563965
