theta_sat,theta_res,vGn_alpha,vGn_n 
0.354741,0.038552,-0.784195,2.983795
0.554099,0.091813,-0.888372,1.339251
0.325343,0.054731,-0.077772,1.584087
0.362379,0.052863,-0.847001,1.201885
0.335079,0.077123,-0.903944,1.152956
0.566961,0.031771,-0.638076,1.730712
0.487467,0.068806,-0.876759,1.032370
0.505988,0.043228,-0.285612,2.403472
0.596629,0.033959,-0.015989,2.018418
0.460616,0.060310,-0.423371,2.709701
0.536681,0.019519,-0.022639,1.144179
0.469934,0.074609,-0.866537,2.143947
0.410891,0.075851,-0.320498,2.722928
0.366878,0.071790,-0.531594,2.283262
0.508087,0.001106,-0.705121,1.131666
0.448160,0.038450,-0.219285,2.799561
0.426498,0.006227,-0.382579,1.101956
0.307914,0.046618,-0.531034,1.333954
0.593318,0.082328,-0.977491,1.668386
0.437622,0.095356,-0.412856,2.400691
0.434166,0.063167,-0.309170,2.141557
0.329898,0.065992,-0.870950,1.029401
0.480786,0.085383,-0.330510,1.731817
0.369221,0.019601,-0.847758,1.477045
0.362406,0.028619,-0.460703,2.201338
0.550385,0.077098,-0.510319,2.425003
0.325983,0.014516,-0.582915,2.916111
0.489494,0.021327,-0.438903,1.109633
0.366357,0.032353,-0.121050,1.690792
0.310664,0.093422,-0.762040,1.268425
0.441982,0.041289,-0.394566,2.424430
0.455366,0.083849,-0.188555,1.499315
0.563414,0.036018,-0.406932,1.212963
0.489133,0.001344,-0.803793,1.562149
0.357370,0.014232,-0.470374,2.158382
0.581222,0.094395,-0.027250,1.873962
0.507321,0.011718,-0.215078,1.267037
0.594919,0.007690,-0.314646,1.981497
0.397290,0.073010,-0.139097,1.731138
0.597533,0.098108,-0.781904,2.297715
0.429817,0.072874,-0.964848,2.824810
0.493701,0.044873,-0.869357,2.566581
0.336457,0.074263,-0.625426,1.042738
0.477348,0.021027,-0.902454,2.040996
0.562625,0.045274,-0.361977,2.068843
0.519522,0.003668,-0.341079,1.499861
0.528483,0.088142,-0.016993,1.713347
0.533236,0.037132,-0.408275,1.802622
0.389361,0.050158,-0.359302,2.807579
0.396608,0.017902,-0.947919,2.645895
0.562169,0.021834,-0.452477,1.479628
0.588030,0.046735,-0.301019,1.403279
0.447762,0.072677,-0.595911,2.378271
0.403717,0.098429,-0.597717,2.410801
0.349249,0.036746,-0.771681,1.277358
0.490699,0.054331,-0.891214,2.061572
0.374273,0.045776,-0.014827,2.112382
0.471014,0.032046,-0.805322,1.746604
0.351857,0.094935,-0.558167,1.269182
0.339539,0.023114,-0.965454,2.118236
0.560965,0.005125,-0.276284,2.454198
0.441201,0.082075,-0.365137,2.992583
0.586204,0.044249,-0.986773,2.021652
0.544642,0.074667,-0.284292,1.396103
0.587382,0.042410,-0.481089,2.468117
0.462700,0.020910,-0.361621,2.353799
0.479873,0.043940,-0.254589,1.818781
0.401203,0.026035,-0.087412,1.110937
0.528802,0.015642,-0.854739,1.181500
0.554334,0.032766,-0.196511,2.949765
0.453239,0.048891,-0.411345,2.043510
0.416280,0.037486,-0.122560,2.609826
0.591990,0.060976,-0.612148,2.033954
0.385074,0.068555,-0.447859,2.136768
0.373443,0.041155,-0.586054,1.580467
0.313049,0.088205,-0.283812,1.123155
0.535260,0.030721,-0.044441,1.430910
0.456484,0.061187,-0.818301,1.786281
0.565257,0.066301,-0.955050,1.735783
0.420792,0.062106,-0.466869,2.176041
0.491280,0.024296,-0.918564,2.573873
0.559903,0.021364,-0.616184,1.883506
0.518642,0.081998,-0.125715,1.334532
0.496755,0.065917,-0.139946,2.683243
0.316936,0.047404,-0.239700,1.628810
0.466699,0.015969,-0.597203,2.635702
0.523698,0.099667,-0.263022,2.927161
0.420665,0.003986,-0.137491,2.287832
0.316145,0.078961,-0.878583,1.665044
0.311224,0.082978,-0.032535,1.396221
0.533505,0.060882,-0.503551,1.255569
0.533775,0.041314,-0.247984,1.039561
0.498066,0.007998,-0.392778,2.543772
0.374465,0.025928,-0.060834,2.563796
0.437025,0.009903,-0.808973,1.507596
0.456092,0.069655,-0.394391,2.998249
0.515835,0.024664,-0.419776,2.233228
0.337607,0.065134,-0.046149,2.083691
0.525214,0.088347,-0.462648,2.574010
0.429294,0.017302,-0.466381,2.280072
0.424620,0.033438,-0.792523,2.378602
0.494709,0.047635,-0.124480,1.646920
0.345034,0.018076,-0.437108,1.155670
0.396190,0.065695,-0.210352,1.834748
0.535398,0.014213,-0.988688,2.579664
0.315358,0.013142,-0.170938,2.302239
0.375766,0.075066,-0.427898,2.937425
0.494312,0.038149,-0.607239,1.715308
0.403533,0.018066,-0.475763,1.761645
0.462266,0.035879,-0.075790,1.378358
0.558909,0.075223,-0.644197,2.078716
0.594051,0.065496,-0.039741,1.450322
0.428601,0.037439,-0.130720,2.125087
0.315859,0.084520,-0.637204,2.911454
0.556314,0.006475,-0.936301,2.105077
0.583466,0.036277,-0.594716,1.619130
0.428347,0.097462,-0.819331,2.674320
0.399262,0.023526,-0.959638,1.107821
0.379671,0.083503,-0.835581,2.634344
0.432385,0.080092,-0.726180,1.511863
0.531825,0.072275,-0.133835,1.143974
0.494646,0.030735,-0.947191,1.757579
0.457128,0.002585,-0.075871,2.407036
0.503979,0.050445,-0.938766,2.175133
0.571057,0.032377,-0.475832,1.642639
0.353152,0.025179,-0.847178,1.312207
0.458888,0.063312,-0.644318,1.515954
0.326649,0.017222,-0.651501,2.767587
0.476610,0.077743,-0.434401,2.698707
0.360530,0.096313,-0.807998,2.765586
0.325144,0.083080,-0.471725,1.092739
0.498507,0.043534,-0.588580,2.941309
0.342923,0.040518,-0.858929,2.901897
0.309322,0.077624,-0.131459,1.987655
0.492141,0.054339,-0.121448,2.562789
0.442794,0.053946,-0.103346,2.451011
0.396585,0.017426,-0.656346,2.608195
0.339324,0.085808,-0.712975,1.178902
0.345834,0.079112,-0.102370,2.140629
0.386778,0.080521,-0.965288,2.325933
0.586831,0.058537,-0.078226,2.878110
0.568399,0.018004,-0.259145,1.699479
0.481693,0.074714,-0.828359,2.729313
0.476157,0.057219,-0.279033,2.186078
0.498174,0.068695,-0.420983,2.510072
