theta_sat,theta_res,vGn_alpha,vGn_n
0.327832,0.016952,-0.876292,1.341797
0.508740,0.085546,-0.945901,1.069336
0.390381,0.085933,-0.849222,2.233398
0.572607,0.028892,-0.429632,1.198242
0.373389,0.062150,-0.812483,2.557617
0.458936,0.023091,-0.433499,1.721680
0.415283,0.066887,-0.668431,2.793945
0.550049,0.088930,-0.370657,2.067383
0.310400,0.041557,-0.972005,1.532227
0.504932,0.019127,-0.148294,2.829102
0.407666,0.006366,-0.666497,1.290039
0.595386,0.064784,-0.718946,1.700684
0.343433,0.039648,-0.978047,2.770996
0.469409,0.001169,-0.898770,1.423340
0.438940,0.052990,-0.500450,1.688965
0.538550,0.092822,-0.863965,1.868652
0.333179,0.052119,-0.145635,1.038574
0.517163,0.059467,-0.497549,1.718262
0.375952,0.044578,-0.743116,2.714355
0.570483,0.022149,-0.688975,1.917480
0.360718,0.071262,-0.971280,1.706543
0.464282,0.058355,-0.666255,1.900879
0.423267,0.028578,-0.708794,2.846191
0.561548,0.094320,-0.378150,1.143066
0.307837,0.071697,-0.370416,1.896973
0.491821,0.065123,-0.528970,1.357910
0.398950,0.042983,-0.435191,2.297363
0.582935,0.050331,-0.199292,2.945801
0.355591,0.013979,-0.085210,1.242676
0.481567,0.026548,-0.850914,2.590332
0.447583,0.023841,-0.266968,1.426270
0.529724,0.002752,-0.915085,1.656494
0.319958,0.053412,-0.741061,1.961182
0.514490,0.075842,-0.561237,2.664307
0.387341,0.091504,-0.429753,2.949463
0.578357,0.033110,-0.719792,2.535400
0.365955,0.056796,-0.807770,2.603760
0.451501,0.022378,-0.649216,1.674072
0.421033,0.069558,-0.966325,1.439697
0.547009,0.082513,-0.910251,2.849854
0.316150,0.045775,-0.148415,2.201416
0.497058,0.050560,-0.276515,2.460205
0.410339,0.096193,-0.040617,2.038330
0.594324,0.089619,-0.094758,2.718018
0.340613,0.063902,-0.220441,2.464111
0.475378,0.092133,-0.757980,2.675049
0.431726,0.047757,-0.507580,1.872314
0.541882,0.028421,-0.921369,2.325439
0.332117,0.077534,-0.511447,2.052002
0.521375,0.098610,-0.699006,1.751221
0.381921,0.061099,-0.130529,1.462158
0.562610,0.059963,-0.016689,1.294678
0.363391,0.031345,-0.345400,2.966553
0.463000,0.015490,-0.956415,2.599365
0.427258,0.086453,-0.532958,2.829834
0.554993,0.025738,-0.018622,2.790771
0.300403,0.072434,-0.589999,1.945068
0.494934,0.099505,-0.535859,2.679443
0.397668,0.086743,-0.199413,1.202881
0.586926,0.089256,-0.023456,2.995850
0.349036,0.093510,-0.313495,2.816162
0.487317,0.035503,-0.471567,1.175537
0.443225,0.042318,-0.154457,2.916748
0.528772,0.080604,-0.313012,1.862061
0.324280,0.039805,-0.945297,2.944092
0.508264,0.047152,-0.678461,2.311279
0.393420,0.054113,-0.857319,2.264404
0.574768,0.085341,-0.787709,2.688232
0.372034,0.095009,-0.420326,2.164795
0.455823,0.083214,-0.441596,2.668701
0.414807,0.003937,-0.955932,1.582764
0.553088,0.069679,-0.307530,2.410889
0.311737,0.093347,-0.315265,1.422241
0.502753,0.034953,-0.589835,1.086304
0.403729,0.095474,-0.723253,1.246460
0.598260,0.069951,-0.394542,2.387085
0.346307,0.046361,-0.386808,1.082397
0.471405,0.083776,-0.793829,1.275757
0.437421,0.068694,-0.325899,2.736694
0.535272,0.027508,-0.335567,1.396851
0.336053,0.057672,-0.965919,2.849976
0.520038,0.051098,-0.896310,2.404663
0.377509,0.003483,-0.953834,2.163452
0.568524,0.075026,-0.663795,2.327515
0.357001,0.074060,-0.097252,1.729858
0.467157,0.051630,-0.495572,2.214233
0.426141,0.032681,-0.193932,1.034546
0.558270,0.035291,-0.444332,1.622437
0.306317,0.062748,-0.247105,2.911499
0.488544,0.005707,-0.067281,1.876343
0.401825,0.048246,-0.728570,1.610718
0.585809,0.041672,-0.674430,1.134155
0.351654,0.084622,-0.649535,1.294800
0.479388,0.023907,-0.135199,1.333862
0.448920,0.074180,-0.334359,1.536987
0.532709,0.060839,-0.945375,1.033081
0.322943,0.010952,-0.655335,1.337769
0.511322,0.088006,-0.138099,1.382690
0.385931,0.030385,-0.551888,2.562378
0.580463,0.006408,-0.751048,1.828003
