theta_sat,theta_res,vGn_alpha,vGn_n 
0.444803,0.038552,-0.702234,2.983795
0.335635,0.091813,-0.648718,1.339251
0.568782,0.054731,-0.628840,1.584087
0.365931,0.052863,-0.323481,1.201885
0.385866,0.077123,-0.692243,1.152956
0.387771,0.031771,-0.058337,1.730712
0.499509,0.068806,-0.865138,1.032370
0.456367,0.043228,-0.577992,2.403472
0.446499,0.033959,-0.992571,2.018418
0.540014,0.060310,-0.176661,2.709701
0.477928,0.019519,-0.954956,1.144179
0.319879,0.074609,-0.577218,2.143947
0.334725,0.075851,-0.267104,2.722928
0.596587,0.071790,-0.509986,2.283262
0.560593,0.001106,-0.158086,1.131666
0.358053,0.038450,-0.887637,2.799561
0.594599,0.006227,-0.386937,1.101956
0.393497,0.046618,-0.969553,1.333954
0.590138,0.082328,-0.900438,1.668386
0.476549,0.095356,-0.080729,2.400691
0.555944,0.063167,-0.424795,2.141557
0.375628,0.065992,-0.692600,1.029401
0.391884,0.085383,-0.882182,1.731817
0.304216,0.019601,-0.309521,1.477045
0.372257,0.028619,-0.338985,2.201338
0.593803,0.077098,-0.251710,2.425003
0.541172,0.014516,-0.920965,2.916111
0.385408,0.021327,-0.225605,1.109633
0.327798,0.032353,-0.858613,1.690792
0.568420,0.093422,-0.418216,1.268425
0.581004,0.041289,-0.611417,2.424430
0.371194,0.083849,-0.133977,1.499315
0.374265,0.036018,-0.774261,1.212963
0.304727,0.001344,-0.155876,1.562149
0.300757,0.014232,-0.023184,2.158382
0.595996,0.094395,-0.373064,1.873962
0.551864,0.011718,-0.172522,1.267037
0.588151,0.007690,-0.852471,1.981497
0.393273,0.073010,-0.584682,1.731138
0.459513,0.098108,-0.884794,2.297715
0.388738,0.072874,-0.782271,2.824810
0.463790,0.044873,-0.411306,2.566581
0.325652,0.074263,-0.609705,1.042738
0.312634,0.021027,-0.469451,2.040996
0.525116,0.045274,-0.019766,2.068843
0.383568,0.003668,-0.280048,1.499861
0.432577,0.088142,-0.584827,1.713347
0.515048,0.037132,-0.365107,1.802622
0.385375,0.050158,-0.268811,2.807579
0.340675,0.017902,-0.669554,2.645895
0.368704,0.021834,-0.586083,1.479628
0.498911,0.046735,-0.080844,1.403279
0.359217,0.072677,-0.261852,2.378271
0.534816,0.098429,-0.019472,2.410801
0.554707,0.036746,-0.538571,1.277358
0.584009,0.054331,-0.608710,2.061572
0.557939,0.045776,-0.724640,2.112382
0.589911,0.032046,-0.113079,1.746604
0.325768,0.094935,-0.960068,1.269182
0.566303,0.023114,-0.560444,2.118236
0.577570,0.005125,-0.292431,2.454198
0.489811,0.082075,-0.716538,2.992583
0.377725,0.044249,-0.257114,2.021652
0.339541,0.074667,-0.794959,1.396103
0.441912,0.042410,-0.459135,2.468117
0.305734,0.020910,-0.316336,2.353799
0.535018,0.043940,-0.309822,1.818781
0.485392,0.026035,-0.231648,1.110937
0.553138,0.015642,-0.703153,1.181500
0.550235,0.032766,-0.723082,2.949765
0.505916,0.048891,-0.750117,2.043510
0.492735,0.037486,-0.153825,2.609826
0.515121,0.060976,-0.140179,2.033954
0.507193,0.068555,-0.034593,2.136768
0.526534,0.041155,-0.380447,1.580467
0.526121,0.088205,-0.619849,1.123155
0.435602,0.030721,-0.264052,1.430910
0.387729,0.061187,-0.338474,1.786281
0.548549,0.066301,-0.034321,1.735783
0.366804,0.062106,-0.832279,2.176041
0.527072,0.024296,-0.852014,2.573873
0.415839,0.021364,-0.254093,1.883506
0.325703,0.081998,-0.149230,1.334532
0.440499,0.065917,-0.538821,2.683243
0.466445,0.047404,-0.565612,1.628810
0.486701,0.015969,-0.532125,2.635702
0.480571,0.099667,-0.888832,2.927161
0.517655,0.003986,-0.150248,2.287832
0.537438,0.078961,-0.823383,1.665044
0.509669,0.082978,-0.280340,1.396221
0.456272,0.060882,-0.285956,1.255569
0.374774,0.041314,-0.654401,1.039561
0.507852,0.007998,-0.269428,2.543772
0.535445,0.025928,-0.322212,2.563796
0.449485,0.009903,-0.387178,1.507596
0.530582,0.069655,-0.085775,2.998249
0.563986,0.024664,-0.811734,2.233228
0.599106,0.065134,-0.800979,2.083691
0.533663,0.088347,-0.304495,2.574010
0.437322,0.017302,-0.566880,2.280072
0.366315,0.033438,-0.628092,2.378602
0.487130,0.047635,-0.788401,1.646920
0.313523,0.018076,-0.500538,1.155670
0.357396,0.065695,-0.070375,1.834748
0.431279,0.014213,-0.489383,2.579664
0.525537,0.013142,-0.718111,2.302239
0.312874,0.075066,-0.070256,2.937425
0.562324,0.038149,-0.395209,1.715308
0.551944,0.018066,-0.536811,1.761645
0.490871,0.035879,-0.237957,1.378358
0.322967,0.075223,-0.719127,2.078716
0.395756,0.065496,-0.579747,1.450322
0.393863,0.037439,-0.264944,2.125087
0.440597,0.084520,-0.722843,2.911454
0.452310,0.006475,-0.592429,2.105077
0.404412,0.036277,-0.893142,1.619130
0.478628,0.097462,-0.624588,2.674320
0.536554,0.023526,-0.145747,1.107821
0.579785,0.083503,-0.854838,2.634344
0.420708,0.080092,-0.019399,1.511863
0.367989,0.072275,-0.242697,1.143974
0.344842,0.030735,-0.487118,1.757579
0.491616,0.002585,-0.616388,2.407036
0.561526,0.050445,-0.755560,2.175133
0.510376,0.032377,-0.712512,1.642639
0.326757,0.025179,-0.580025,1.312207
0.411406,0.063312,-0.596837,1.515954
0.331919,0.017222,-0.380500,2.767587
0.386812,0.077743,-0.127456,2.698707
0.535066,0.096313,-0.447276,2.765586
0.382927,0.083080,-0.640186,1.092739
0.478172,0.043534,-0.053785,2.941309
0.303687,0.040518,-0.466089,2.901897
0.319854,0.077624,-0.472259,1.987655
0.508871,0.054339,-0.237419,2.562789
0.384971,0.053946,-0.787991,2.451011
0.490945,0.017426,-0.564233,2.608195
0.584324,0.085808,-0.267535,1.178902
0.461257,0.079112,-0.713351,2.140629
0.355721,0.080521,-0.187859,2.325933
0.452349,0.058537,-0.140055,2.878110
0.402201,0.018004,-0.733160,1.699479
0.456163,0.074714,-0.508215,2.729313
0.350447,0.057219,-0.030848,2.186078
0.536765,0.068695,-0.995770,2.510072
0.524323,0.073259,-0.415995,2.482377
0.440735,0.019639,-0.672178,1.584652
0.498771,0.090845,-0.219667,2.991952
0.408879,0.078240,-0.926959,1.608438
0.434083,0.056245,-0.167600,1.163177
0.539984,0.077747,-0.409602,1.446662
0.551156,0.016309,-0.384375,1.053488
0.483200,0.058670,-0.859478,2.963718
0.366772,0.016533,-0.938505,2.528825
0.408853,0.088792,-0.698914,2.758216
0.323136,0.099659,-0.199837,1.752931
0.461388,0.025241,-0.867835,2.836500
0.327465,0.081890,-0.472060,1.453707
0.435080,0.001684,-0.398827,2.629191
0.483961,0.025528,-0.193458,1.274679
0.561812,0.038958,-0.155962,1.217556
0.582581,0.059365,-0.695278,2.528340
0.519333,0.014127,-0.389413,2.504893
0.430092,0.053858,-0.062294,2.253726
0.546326,0.038348,-0.816910,2.231443
0.547046,0.076160,-0.900020,2.865967
